 ADDRESS    VALUE   1   2   3   4    5    6    7    8    9
  41    1   56110   3   1   1  10  105   13   37    9   23
  41   14   65181   2   3   2  20  141   11   19   14   38
  41   25   46778   1   0   0   0    0    0    0    0    0
  41   40   35148   2   0   0   0    0    0    0    0    0
  41   41   29688   2   0   0   0    0    0    0    0    0
  41   49   58514   4   0   1  15  112   11   34    0   32
  41   61   59273   5   2   2  15  134   11   35    9   33
  41   72   31977   2   0   3  10   91   11   35    0   27
  41   74   70224   2   0   0   0    0    0    0    0    0
  41   77   24131   1   0   1   0   60    7    8    0   19
  41   79   42874   2   0   0   0    0    0    0    0    0
  41  101   55660   2   1   2  10  138    7   26    7   18
  41  107   52652   2   2   2  10  108    7   30   23   33
  41  115   39427   1   0   0   0    0    0    0    0    0
  41  121   46086   4   0   3  15  127   14   30    0   38
  41  125   42592   2   2   1  10  110   10   40   11   25
  41  126   65678   3   0   0   0    0    0    0    0    0
  41  136   56077   1   0   2   5   15    6    1    0    7
  41  140   71667   5   1   3  20   85   14   22   12   28
  41  143   52503   1   0   2   5   63    4   18    0   17
