 ADDRESS    VALUE   1   2   3   4    5    6    7    8    9
  64   14   56542   3   0   4   0   26    0   15    0    9
  64   97   61717   2   0   2  10   46    2   18    0   14
  64  145   67853   2   1   2  10   73    5   24    8   12
  64  180   76664   2   3   4  20  116   10   37   14   22
  64  279   72603   3   0   2  10   57    2   24    0   13
  64  328   58347   3   0   1  10   41    6   17    0   10
  64  367   63749   1   0   3   5    5    1    4    0    0
  64  432   54275   3   2   2   5   76    5   20   12   13
  64  435   59159   1   0   1   5    6    1    0    0    4
  64  449   65914   3   0   1  10  104    5   35    0   17
  64  487   62864   2   0   3  10   39    0   13    0   16
  64  509   61013   2   0   1   5    4    0    0    0    3
  64  549   57874   3   0   2   5   59    7   17    0   11
  64  552   57280   1   0   0   0    0    0    0    0    0
  64  658   66828   2   0   3  10   23    3   10    0    8
  64  737   64900   2   0   2   5   31    0   12    0   14
  64  805   68563   2   0   2  10   19    1    3    0    9
  64  838   60409   1   0   1   0    0    0    0    0    0
  64  877   57391   2   0   3   5    6    0    0    0    5
  64  883   60806   1   0   0   0    0    0    0    0    0
