 ADDRESS    VALUE   1   2   3   4    5    6    7    8    9
  32   22   84056  10   1   1  25  120   12   24    8   35
  32   26   68194   5   1   2  20  128   15   39   12   39
  32   32   53506   4   0   2  10   72   13   25    0   29
  32   43   72116   3   2   3  15  112   13   42   16   34
  32   62   69008   2   0   1  10   41    6   18    0    8
  32   67   60710   3   1   3  10  120   11   35   17   24
  32   69   62293   4   0   2  10  127   10   54    0   29
  32   70   62498   3   2   3  10  109    9   30   20   27
  32   72   55025   2   0   2   5   86    7   14    0   19
  32   73   63167   2   1   0   0    0    0    0    0    0
  32   79   69552   2   1   4  10   69   11   13   10   19
  32   88   70832   3   1   1  15  121    7   30   12   25
  32   92   48447   1   0   0   0    0    0    0    0    0
  32   93   70143   3   3   1  10  124    5   17   10   25
  32   94   57644   1   0   2  10   53    6   22    0   17
  32   95   68953   4   0   3  20   78   16   19    0   32
  32  105   55105   2   0   2  15   74    9   31    0   18
  32  113   54527   2   0   2   5   26    5    5    0   11
  32  132   65557   3   0   1  10   35    5   14    0   13
  32  135   38985   1   0   1   5   52    3   23    0   17
