 ADDRESS    VALUE   1   2   3   4    5    6    7    8    9
  54   40   41247   1   0   0   0    0    0    0    0    0
  54   46   55210   5   0   3  10   91    8   37    0   25
  54   53   52952   2   0   2   0   11    0    6    0    5
  54   95   46684   2   0   1   0   36    1   15    0    8
  54  102   47140   2   1   2   5   25    2    0    7    9
  54  106   48414   2   2   2   5   73    5   32   18   13
  54  170   46877   1   0   3   0    0    0    0    0    0
  54  190   47612   1   0   1   5   12    0    0    0    9
  54  191   53602   1   0   0   0    0    0    0    0    0
  54  207   48755   1   0   1  10   18    5    0    0   10
  54  250   50459   2   0   1   5   29    4    3    0   11
  54  276   45065   1   0   2   5   43    2   17    0   14
  54  289   49433   4   0   2  10   69    9   32    0   17
  54  300   49036   1   0   1   0    0    0    0    0    0
  54  397   38888   1   0   2   0   19    1   11    0    0
  54  426   54465   2   1   2   5   16    4    0    2    9
  54  461   45986   1   0   1   0    1    1    0    0    0
  54  466   50643   3   1   1   5   45    5    8    9    7
  54  477   48747   2   0   0   0    0    0    0    0    0
  54  568   45531   2   0   0   0    0    0    0    0    0
