 ADDRESS    VALUE   1   2   3   4    5    6    7    8    9
  22    3   56647   3   0   3  10   63    8   12    0   24
  22   11   62639   2   1   1  15  124    6   34   14   25
  22   23   68133   2   1   3   5   47    5    3    5   20
  22   29   81604   5   0   4  15   95   11   36    0   30
  22   41   61243   1   0   0   0    0    0    0    0    0
  22   51   61948   4   2   5  15  178   12   50   14   35
  22   68   78662   3   0   3  15  100    8   40    0   16
  22   83   64257   2   0   3  10   20    2    0    0   13
  22   89   47246   1   0   2   5   11    2    5    0    4
  22  109   49066   2   0   1  10   77    7   24    0   12
  22  128   35820   1   0   0   0    0    0    0    0    0
  22  152   72472   1   0   2  10   40    4    7    0   15
  22  159   43488   2   0   2   5   57    6   16    0   22
  22  185   65435   2   2   1  15  121    8   27   12   23
  22  203   80591   2   3   1  15  114    7   14   24   17
  22  209   85857   3   0   0   0    0    0    0    0    0
  22  210   68137   3   0   2  15  101    9   20    0   25
  22  230   52789   3   1   2  10   99    8   32    8   28
  22  242   66119   2   2   2  10  135    6   26    3   29
  22  254   67247   2   0   2   5   38    3   16    0    4
