 ADDRESS    VALUE   1   2   3   4    5    6    7    8    9
   9    3   70083   3   0   2  15   64    7   27    0   23
   9    7   79875   3   2   3  15   87    8   25   16   20
   9   23   75790   2   0   3  15   70    6   29    0   23
   9   32   54322   1   0   0   0    0    0    0    0    0
   9   89   84315   2   0   2  25  108   11   33    0   26
   9   92   61673   3   0   2  15   33    8    5    0   20
   9  101  101553   5   0   2  25   73   13    4    0   30
   9  134   57450   1   0   2   5   20    4   13    0    1
   9  139   90784   8   1   2  25  133   15   42    9   43
   9  144   87027   3   3   2  20  140    7   25   20   25
   9  154   66556   3   1   3  15   61    9    0    7   30
   9  165   62033   3   1   3  10  106    8   24   13   23
   9  177   73696   3   2   2  15   68    8   13   10   32
   9  189   69853   3   0   1  10   45    9    3    0   14
   9  193   84443   2   6   2  20  127   14   38   28   41
   9  224   86863   2   3   1  15   84    8   24   18   21
   9  231  113172   6   1   3  25   94   14   36    5   34
   9  237   67457   2   0   0   0    0    0    0    0    0
   9  257   58903   2   0   4  10   71    6   24    0   21
   9  262   87424   2   2   1  20   79   14   22   12   24
