 ADDRESS    VALUE   1   2   3   4    5    6    7    8    9
  34   11   72108   5   2   1  15   96   11   41   13   29
  34   12   84844   4   5   3  20  123   12   32   23   43
  34   25   51294   2   1   4  10  162    7   32   11   30
  34   27   53413   4   0   1  15  121   11   43    0   30
  34   30   65471   2   1   1   5  103    3   23   11   13
  34   40   52828   2   2   3   5  118    7   37   20   15
  34   46   77449   2   1   2  15   87   10   42   12   13
  34   50   56517   2   0   2  10   51    7   19    0   21
  34   53   10000   2   0   2   0   78    3   18    0   18
  34   56   64602   2   1   2  15  109   10   35   13   33
  34   61   38344   1   0   1   0   29    6    0    0   17
  34   73   56203   3   1   2  10   75   11   32    3   29
  34   96   30669   1   0   1   5   62    8   35    0   12
  34   98   41872   2   0   0   0    0    0    0    0    0
  34  100   79605   2   2   4  10  119    8   37   11   25
  34  106   50243   3   1   2  10  111    9   10   10   27
  34  109   40197   3   0   0   0    0    0    0    0    0
  34  111   52074   3   0   3   5   37    7   16    0   14
  34  125   46425   5   1   2  10  117   12   39   15   40
  34  127   49462   2   1   0   0    0    0    0    0    0
